,0,1,2,3
75,40364681,4c0021b9c30a2d7fce11121d,Kesinlikle garson Yusuf Sait i tercih edin. Guler yuzlu ve guzel fikirler veriyor. New york da turk restaurantlarinda gordugum en esprili garson... Kahvalti tabagi ve gozlemeler on numara!,1376840493.0
76,40364715,3fd66200f964a520c5e51ee3,"El corte centro de sirloin es verdaderamente excelente! La kobe sausage es deliciosa, acompañen con la cerveza belga Chimay... Uff!",1369527871.0
77,40364744,4b622630f964a52092382ae3,"One of the all-time classic New York slice joints. If you're driving to or from JFK airport, make time to grab a slice here. And ask for it well done, trust me.",1381245087.0
78,40364858,4c59f6b767ac0f47f09b054c,"If they have the rack of lamb, get it. It's awesome.",1315096123.0
79,40364863,3fd66200f964a52008e81ee3,Insane frozen hot chocolate... Must get through crummy food to enjoy!,1275178796.0
80,40364889,3fd66200f964a52000f11ee3,Probably one of the last old skool bowling alley left in the NYC. Classic 80's decor!,1408841647.0
81,40364920,4a54014df964a520f0b21fe3,Really thin crust and the sauce is killer. Will make it back here again when I'm in Astoria.,1356121178.0
82,40364958,3fd66200f964a52039eb1ee3,"Made famous as the alleged spot where Dylan Thomas drank himself to death, this spacious pub near the river was also frequented by Kerouac and Mailer. Stop by for the jukebox and the burgers.",1314804010.0
83,40365013,4bae7b94f964a520f2b73be3,,
84,40365043,455c428ef964a5206c3d1fe3,They have really good prices but do not bring outside food or get a gyro.,1327185425.0
85,40365075,3fd66200f964a52058e41ee3,"have both light and dark, but get their early to avoid the lines and crowds ...real early",1263837640.0
86,40365098,41ddd100f964a520c21e1fe3,The tortellini alfredo is amazing,1333082104.0
87,40365120,4c437c858c1f20a16e253b99,Pool is 72 degrees,1279492445.0
88,40365166,3fd66200f964a52096e91ee3,"Order the bistro burger—it can kill you if it so desires. Wash it down with dirt-cheap beer from the tap. You’ll want to sit near the front, at the giant windows, to watch passersby drool as you chew.",1320951296.0
89,40365226,4ae722c6f964a520bea821e3,Western omlette with whole what toast and fries... cant ggo wrong wit that:-),1322563092.0
90,40365239,3fd66200f964a5206fe81ee3,Tuesday night bouncer is a jerk! trying to get a beer and can't get through the two person line outside at 11pm cause he is joking around and then was grilled for multiple minutes over my valid ID.,1340766531.0
91,40365264,3fd66200f964a520cce91ee3,Floating Island,1412610296.0
92,40365280,4b22d8d5f964a520a64e24e3,Want a plain slice aka regular slice aka cheese slice?  You won't find a better spot than this one for miles.,1297825284.0
93,40365288,3fd66200f964a52051eb1ee3,They have a homemade hot sauce with a hint of sweet and sour that is a must try!,1388082290.0
94,40365293,3fd66200f964a520fee31ee3,"I made reservations, great service and I got my food fast and it was delicious!",1384135580.0
95,40365348,4e4843d1d22d12b08bda20cb,,
96,40365355,4b9bc82ff964a520742436e3,"I'd rather eat chef boyardee.. the ambiance is old school, and the food tastes the same. OLD",1301757786.0
97,40365361,436bf600f964a520b2291fe3,Two words: Wet Wednesdays!,1280765734.0
98,40365387,3fd66200f964a5209ae31ee3,Arturos had me at the warm bread basket. Make sure to sit in the front room to watch the late night jazz.,1377747971.0
99,40365414,4b5af975f964a520f8dc28e3,Make sure to dress properly. The lobster bisque is one of the best I've ever had. I saved about $15 at lunch with my FoodFan Select card which was neat.,1367871237.0
100,40365423,4a3c88c5f964a5209ea11fe3,Nice place,1326493703.0
101,40365454,4af63dc0f964a5208c0222e3,"This 54-year-old Staten Island pizzeria serves extra-wide, super-thin pizzas topped with big patches of melted fresh mozzarella. You can eat many of them before you start to feel full.",1395091342.0
102,40365472,3fd66200f964a520d0e51ee3,Cash only. No plastic,1373158530.0
103,40365473,4202bb00f964a520611f1fe3,I've been to heaven a few times and this is pretty close to heaven on Earth.,1386312952.0
104,40365499,3fd66200f964a520def01ee3,Not the best place to eat but drinks are good.,1374273287.0
105,40365525,459b8681f964a5208c401fe3,If you've never had a 'French Cruller' then run don't walk to the Donut Pub on 14th St. in Manhattan.,1268920167.0
106,40365526,4a4fc27ff964a520abaf1fe3,Shepherds pie. Good. Mac and cheese yum,1265333896.0
107,40365546,4b6dd50af964a520fd932ce3,Best Morir Soñando in town.,1286038333.0
108,40365577,4a469e4ef964a52034a91fe3,"The arugula and goat cheese pizza is divine! It still has baked mozzarella beneath, and is topped with balsamic vinaigrette. Wanted to take a picture, but it went too fast!",1372355340.0
109,40365592,4b70c020f964a520f32c2de3,Table of 23 and they brought everything out individually. Half of our orders were never brought out! Worst service ever...,1297477158.0
110,40365627,4b1c414df964a520160524e3,"A local favorite of mine, Jahn has been around forever! Breakfast is best there but for lunch, my fav is The Woodside.",1352298826.0
111,40365632,4aebaa02f964a5203cc421e3,Awesome squares!,1307399340.0
112,40365633,4b087806f964a520810c23e3,Often you will see comedian Jackie Mason dining here.,1279641406.0
113,40365644,3fd66200f964a52047ea1ee3,Go upstairs for a nightcap at Bar Centrale when you're done.,1327463997.0
114,40365692,4ab16c4bf964a5206a6920e3,,
115,40365709,49e760a7f964a52091641fe3,Gnocchi and penne ala vodka are amazing!,1331684548.0
116,40365784,4b4a6c40f964a5201e8726e3,"If you are local, you can call in and get great chic parm or meatball subs.",1263483696.0
117,40365789,4af0e7f3f964a52009e021e3,Hey... Sinatra ate here...need I say more!,1407735386.0
118,40365841,4b808501f964a5207b7930e3,house red is amazing and only 15 dollars for a carafe!,1322118071.0
119,40365844,4fe6abeae4b0af2e678f9b7a,,
120,40365871,4b7f2cd9f964a520a81c30e3,lamb chops!,1313505437.0
121,40365882,4a639f9ff964a52077c51fe3,Go for a slice after leaving MSG,1411271358.0
122,40365893,4c609bd813791b8df90f50af,Great old school irsh bar sit and have one,1332014177.0
123,40365904,4a00e1bff964a520be701fe3,The best coffee in Chinatown these days.,1268506568.0
124,40365938,4ed2c3e29adf254459c2cf17,Happy hour YEAH BUDDY!!!!,1322713813.0
125,40365942,3fd66200f964a5206be61ee3,There's only one way to pay and it's cash!,1286161856.0
126,40365968,3fd66200f964a52081e61ee3,"Amazing set up for warm holiday weekends: pool, BBQ, outdoor seating. #oldschool",1401158318.0
127,40365972,4caeb867aef16dcbb7f7a254,Beer is good and stuff,1316803886.0
128,40366002,4b9fb894f964a520523837e3,Best cheese pizza you'll EVER eat...,1396653592.0
129,40366054,4be210d41dd22d7f384593bd,,
130,40366109,4a00fcfcf964a520cb701fe3,Get the broiled salmon mashed potatoes and spinach..and dave is mad cool,1281076098.0
131,40366132,4a4d4dd2f964a520dcad1fe3,Yummy pizza and Brooklyn Brewery on tap.,1331151923.0
132,40366154,4c54e12bfd2ea593a78fc72a,,
133,40366157,4ace26a8f964a520bcce20e3,Ear-splitting noise -- shouting was the rule during our meal.  The wine list and our requests had no relationship to the wine the waiter deigned to sell us.  But the Frutti di Mare -- pasta with seafo,1310696728.0
134,40366162,4c67782b9cedd13af1d778a1,Love this spot,1383086595.0
135,40366214,4f94165ce4b061a42656e3de,,
136,40366222,3fd66200f964a520dde41ee3,Loopy shots!,1339112935.0
137,40366230,4ac7e812f964a5207fba20e3,"Must order the linguini and clam sauce. No need to go anywhere else for this dish, it is the best ever.",1374275771.0
138,40366284,4b996536f964a520467835e3,Cute neighborhood,1346198394.0
139,40366356,4bd3c969caff952145ced5f0,Cold reebs,1334537120.0
140,40366361,4b928bc0f964a520f90234e3,Ask for Fidel. He is the best waiter!,1321830687.0
141,40366379,44c23335f964a520c0351fe3,"Old school Knick bar, they've got a Lin Burger for $9.95. Bacon, Cheddar & BBQ.",1329514778.0
142,40366381,3fd66200f964a520efe71ee3,Very funny except the guy who takes your drink order is definitely an old grumpy man who has been working way too long there,1374239676.0
143,40366396,40a2ba80f964a52007f31ee3,after hours :),1396079507.0
144,40366425,4b67494df964a520e9452be3,Order a falafel (they really are the best in Queens) and the potato pizza knish. What an amazing meal.,1274772953.0
145,40366471,4606214ef964a520c6441fe3,Ch eez and bacon on anything ipleeze? I'm in heaven,1333814618.0
146,40366473,3fd66200f964a52032eb1ee3,Awesome tacos but they're a lil small...can't beat a $3 taco!,1370987501.0
147,40366487,455f02b7f964a5208c3d1fe3,"Great New England Chowder. If you like your roast beef sammitch messy, ask for a double dip.",1265676105.0
148,40366497,4c12db67a5eb76b08301bfb7,they don't serve food!,1369185689.0
149,40366543,4c0fe9d76b7e2d7f7aca2635,The Beef Stew with white rice is delish...,1285710390.0
150,40366549,4ad254bbf964a520f5e020e3,Laid back and real chillz. My kind of bar.,1408323722.0
151,40366574,4a00cd70f964a520b3701fe3,1. We don't have that is a theme here 2. Irish nachos are not French fries 3. Regular nachos should have more cheese than a $0.79 taco bell nacho,1342311835.0
152,40366586,4cc38ff2d43ba143363361f8,"try the excellent soups, especially vegetable or french onion.",1287918955.0
153,40366643,3fd66200f964a5201ee71ee3,"Great wings, good selection. Nice place for visitors /new to NYC & Village. PRO: Part sports bar, pub, and outdoors seating is flexible and fun; creative chef.  CON: Bathrooms tiny and cheap-looking.",1377740509.0
154,40366652,3fd66200f964a520e9e81ee3,Walk the Brooklyn Bridge on a beautiful day!! This brick oven pizza in unbelievable and is located just under the bridge in Brooklyn.,1273763451.0
155,40366661,3fd66200f964a52049e71ee3,MORE PICO PLEASE... with or without the pineapple... they are both delicious!,1319092438.0
156,40366711,4baea2abf964a52040c93be3,So easy to get to from the ferry! Take the S48,1403906725.0
157,40366716,3fd66200f964a520b3ea1ee3,Enjoyed the chicken lo mein and spring rolls.,1326059236.0
158,40366742,4bd7877e5cf276b014919b00,They sell beer in the can,1365938240.0
159,40366748,4fd2fbcce4b003bf7a397d63,,
160,40366773,3fd66200f964a52034ea1ee3,Best vegetarian chili I've ever had,1370374163.0
161,40366812,4bdcdd7c462b2d7fd0b7113c,Pasta overload!,1356564810.0
162,40366833,4b588ce3f964a5207c5d28e3,Steak omelette..... The best,1305913094.0
163,40366857,4dcda8d07d8b975f18bb38f7,Bartender is a good dancer. Only thing missing is a pole...,1323384810.0
164,40366879,4b47d987f964a520794126e3,Don't order a full skirt steak for yourself. Just don't. They give you an obscene amount of meat.,1314757931.0
165,40366928,4bca34d4511f95212f51afc7,"On the terrace, you can supposedly see a view of the Verazzano Bridge. Food is very good!",1354498084.0
166,40366929,4c2bfd058ef52d7f135a32ba,Saturday night dance party!!!,1313631660.0
167,40366938,4c407b2dda3dc928c85dc7b9,Great Meatloaf as well as a breakfast. Best neighborhood spot on the Hill...,1321466156.0
168,40366961,4aeb7bd4f964a5208cc221e3,Best fried chicken ever!,1272044732.0
169,40366987,45e0553af964a52023431fe3,"The sangria is the best. She likes the white but I like the red. Either way it's ok, you wake up with yourself. ;)",1269307776.0
170,40366993,40f47780f964a520990a1fe3,One of the few places on the upper east side that is better than a diner where you can get a good simple American meal at a reasonable price.,1291487285.0
171,40367005,4baa49f2f964a520785b3ae3,Get the chicken roll.,1311807340.0
172,40367038,4a4505e1f964a520aca71fe3,Ask for Frank!,1368402545.0
173,40367161,4c706d7ed97fa143ad31f6ca,,
174,40367164,4a9b0f87f964a5203e3420e3,"Be careful: The griddlecakes deluxe comes with bacon, ham, eggs, and sausage, and they hide the ham slice underneath the top pancake. I suggest getting just the pancakes alone, not deluxe.",1340565611.0
175,40367179,4ad2b22af964a52081e220e3,Hop to the bar and grab a Guiness in this very Irish Pub.,1271470400.0
176,40367183,4ac78a4ff964a520dcb720e3,Best breakfast in America!,1324396733.0
177,40367189,3fd66200f964a52094e61ee3,Not only do they have an A Rating but they have the best #burgers and #daily specials in Soho,1315504603.0
178,40367232,4b80c480f964a520ff8a30e3,"Great vibe, awesome bartender. Hot as hell though....",1364663676.0
179,40367240,4e2e4762fa7614797dd808ae,,
180,40367241,3fd66200f964a52044ea1ee3,"Bacon cheddar burger and cottage fries, supplemented by humorous watermelon art, at a table in the back for lunch.",1237057068.0
181,40367278,4c38b8cd2c8020a121568b00,Used to be good. Now a shithole.,1306273911.0
182,40367329,3fd66200f964a52038e31ee3,Free hamburgers and hot dogs!,1346976856.0
183,40367338,4e1e32498877933f6973c411,,
184,40367339,50ca4fdee4b04f44cefef2bd,,
185,40367365,4b087806f964a520810c23e3,Often you will see comedian Jackie Mason dining here.,1279641406.0
186,40367373,4afb587bf964a5202b1d22e3,"feels like sitting in tgi friday's attic, but the food is waaaaay better. try the Mexican burger!",1404953344.0
187,40367377,3fd66200f964a520fcf01ee3,Wonderful family restaurant with delicious German food.  Decor makes you feel like you are in Germany...highly recommend!,1393730929.0
188,40367407,4d568eebcf1b37040cb4bf3f,The friendly waitresses here will make you feel at home as they serve you a home-cooked good breakfast – try the Hungry John or the Corned Beef Hash & Eggs.,1314660303.0
189,40367420,3fd66200f964a52069e31ee3,"host a podcast with film critics, get drunk and have 2,000 people listen to each episode.",1250814954.0
190,40367442,4e587ab7fa76435f0bdeedbf,,
191,40367481,4c69c39b897b1b8d5d1eb017,Marco is the man on Fridays,1337404734.0
192,40367534,4a771823f964a52090e31fe3,The shawarma is the best in the city and the sushi is the freshest in the area! Great deli options as well as fresh prepared salads. Give it try!,1313421768.0
193,40367540,4bafe3c0f964a5203f293ce3,Excellent restaurant and traditional fare. A true gem. Restaurants like this are hard to find anymore.,1278562871.0
194,40367544,4b6503a4f964a5207edf2ae3,Eat here! Awesome Spanish food.,1310778387.0
195,40367677,4bf716e013aed13a67cdeaf7,Good diner breakfast. Try the spinach feta omelet.,1328357448.0
196,40367715,3fd66200f964a520cbe91ee3,"Get the French onion soup, deeeelish!",1267124666.0
197,40367728,4a84b810f964a5206efd1fe3,Best bolognese sauce in town and everything else is amazing!,1374974118.0
198,40367749,4af23b33f964a520c9e621e3,We had Rosa as a waitress and she didn't remember who ordered what. She was very pushy with the ordering. The calamari and scungili were very rubbery. Not the best experience for the hype that it gets,1297555836.0
199,40367752,514272c4e4b0823a32c9eb71,,
200,40367766,3fd66200f964a5202fe81ee3,Recession special with piña colada... Great quick cheap fix. Yeah!,1356214429.0
201,40367789,4b8ee961f964a5203d3e33e3,The eggplant parm is to die for! It doesn't even taste like meat. Order a spaghetti with garlic and oil on the side to top it off!,1319142650.0
202,40367790,4c84a71d51ada1cd96f63010,The chaotic atmosphere in this McDonald's is enough to give you a seizure...,1312394811.0
203,40367795,45fb601ef964a5205f441fe3,What a great spot,1393750883.0
204,40367797,3fd66200f964a52057ea1ee3,just so romantic :),1334471383.0
205,40367829,4be675cbcf200f47529d143c,Tuesdays from 5-7pm -- 99cent hamburger happy meals,1315180883.0
206,40367841,459395b7f964a52047401fe3,"Very cool place! Sit at the bar, the tenders will entertain. ... sit outside,  the people will entertain.",1370134110.0
207,40367860,49d006ccf964a520f85a1fe3,"ive been coming here since i was a kid, till this day i get 2 squares and a spumoni milkshake..",1283277396.0
208,40367870,4b7c7ddff964a5209c962fe3,Be sure to ask for your slice or pizza pie well done if that's how you like it.,1392233329.0
209,40367946,4f32c84219836c91c7fa0aad,SWARM SUCKS. 4 SQUARE WAS BETTER. DELETED ALL AFTER 4 YRS. GOOD BYE 4 SQUARE N SHIT SWARM!,1406426838.0
210,40368018,4fae70c1e4b021a2c00b6b2f,Watch out for the wasps !!!!!!,1377365949.0
211,40368021,4f466538e4b07a6329f0c131,,
212,40368022,517a0887e4b03af60dcffa88,Order the bake zitti. It's really good!,1366952124.0
213,40368025,4c09addd009a0f476045e8bf,,
214,40368034,4e8c95ef77c8b66013feacd1,Rossicones gone and left his roadhouse here,1323108257.0
215,40368065,4b68a47df964a52077842be3,Learn to sparkle.,1295111822.0
216,40368157,45b242f8f964a520a1411fe3,Please note: Eggs and Apple Benedict is only available on Saturdays! The hashbrowns were great though!,1325003604.0
217,40368207,4b660358f964a520560e2be3,"Food is good, service is not",1363453829.0
218,40368271,3fd66200f964a52029e31ee3,Typical East Village dodgy bar.,1362916440.0
219,40368291,4b7daa07f964a52033cd2fe3,Jamie is the best!!!!!,1321665603.0
220,40368313,4a5e2122f964a5200fbe1fe3,"Куриный суп сварен из магги. Бургер приносят разобранным (булка с мясом, с сыром, не нарезанный огурец, помидор), картошка гадкая.",1403724995.0
221,40368318,4b036126f964a520114f22e3,Old speckled hen for the win. They also have boddingtons which is hard to find.,1272067364.0
222,40368338,4a38f168f964a5200c9f1fe3,"On St. Paddy's, tons of NYFD!",1268859387.0
223,40368346,3fd66200f964a5202be71ee3,The penne with lamb ..... It melts in your mouth!,1410049970.0
224,40368370,4197f180f964a5200b1e1fe3,Order the crab-cakes. So divine.,1264879395.0
225,40368374,3fd66200f964a52084e81ee3,Only bar near Times Square worth drinking at.,1335066658.0
226,40368526,4b4a35f3f964a520d47e26e3,Anything fra diavolo,1271626488.0
227,40368555,40fb0f00f964a520db0a1fe3,Love their chicken Parmesan! And the fried zucchini as an appetizer rocks too!!,1365729563.0
228,40368577,4a62af49f964a52073c41fe3,Tony is the best bartender!,1302298218.0
229,40368581,4a0b79cff964a520fc741fe3,They have Admiral Nelson's Spiced Rum.,1345692107.0
230,40368617,3fd66200f964a520e7e61ee3,"Fuck you bitch! #Teddy. You aint here nowah!!!!! Mr.""Mayor"". Humph...",1364008707.0
231,40368632,4c6f2d4a2930bfb7885cf380,They make THE worst home fries,1325269223.0
232,40368725,4afa3fb6f964a5208a1722e3,We have come here for birthday dinners for  3 years.  Love it!  Amazing tapas!,1298519850.0
233,40368752,3fd66200f964a52006e61ee3,Hands down the best steak tartar in lower manhattan. -Diana,1321996257.0
234,40368763,4b1d9467f964a5208c1224e3,,
235,40368801,4cfabd83d7206ea80bd43a69,Food is good. So is the coffee.,1323568131.0
236,40368809,4b583373f964a520ca4d28e3,,
237,40368897,4ad67f80f964a5207e0721e3,Order a King Crab handroll!,1401025619.0
238,40368908,4dfa7a3d1520879dfb8bb42e,,
239,40368971,4a9f02b5f964a520333c20e3,New York City Restaurants are cooking up spirited Christmas Menus http://exm.nr/vSxlTK,1323293200.0
240,40369012,4f32170719836c91c7b4c446,,
241,40369016,46bf2572f964a520e4491fe3,"Great place for a quiet weekend meal. For kids, the chicken fingers and fries are very good. For adults, try the hamburgers. And for dessert, can't forget about those chocolate chip cookies!",1350278479.0
242,40369017,4b61c759f964a5203a222ae3,The Graystone Cabernet is very good.,1367796298.0
243,40369087,4b228437f964a520274824e3,"Try the blue bay omelet, it's incredible.",1287627302.0
244,40369097,4ab422e6f964a520027020e3,"Excellent food and service. Try nigiri tamago, amazing",1277337738.0
245,40369111,53a10cef498e173a807996db,carrot tartare? genius!,1413593360.0
246,40369139,4b4fd20af964a520a31627e3,Tasty food but service was slooow and lacking. Leave buffer room if you're headed to a show after.,1342321185.0
247,40369158,4bbaa33db35776b09c35cb01,This is a real bar with amazing food,1312689937.0
248,40369165,40fc6080f964a520000b1fe3,$10 for a bucket of icy cold Bud nips simply hits the spot.,1309486500.0
249,40369213,44a1b84cf964a520d4341fe3,7-10 split badge !!!,1292884854.0
250,40369262,4c06f6e58a81c9b6c0972690,Best Pizza in town. I've been coming here for 31 years and  nothing else compares. Rated best pizza spot twice by the NY Daily News.,1329073493.0
251,40369299,4bdde3caffdec928b0d7e6a1,Oysters and clams. Great bread and antipasto,1390446583.0
252,40369400,4a523834f964a52068b11fe3,Great potato chips for 50 cents,1378891415.0
253,40369418,4161e400f964a520611d1fe3,"The ceiling fan was apparently a prop in the film ""Casablanca!""",1367733652.0
254,40369461,4b2c0753f964a520f2bf24e3,Worst granola with yogurt ever !!!,1403793250.0
255,40369482,4aca206af964a52085c020e3,On a drunk night the wings and cheesy bread always hit the spot. Lol,1302227384.0
256,40369495,4be4aea9d4f7c9b63e892420,"Overall adequate, the service is good but the food is decent to mediocre. At least the don buri bowls and vegetarian sushi were.",1342232184.0
257,40369521,3fd66200f964a520cae91ee3,BF loved their flat iron steak that went great with the Irony pinot noir as well as asparagus and chimichurri. Giannone roasted chicken overmarinated but creamed spinach and pea mash saved it.,1408145659.0
258,40369535,4e7fe4729adf2271f9ace3ab,"Like the new look,plenty sitting .",1323784811.0
259,40369580,4ba19d8bf964a52005c437e3,The paella is a MUST!!!,1329955603.0
260,40369597,4a352c0ef964a5208e9c1fe3,i'll get you Jenny O.... i'll be back on top....,1289491367.0
261,40369601,4bf458c3706e20a1a63ba998,$4.99 lunch specials Mon-Fri 11am-3pm!!!,1330367833.0
262,40369608,3fd66200f964a520efe81ee3,"Sit, watch and relax!",1320612819.0
263,40369619,45e5c256f964a52046431fe3,"Хотелось бы побывать, но ресторан находится явно не в 500 метрах, как мне показывают))",1387758100.0
264,40369641,4a47cbf1f964a5201daa1fe3,I love my sea creatures battered and deep fried with tarter sauce on the side!,1313794069.0
265,40369669,4bd3b74eb221c9b6a980dad0,Ordered a 20 pack. Just like old times in da Bronx!,1396574564.0
266,40369675,4b01e580f964a5205e4622e3,Get the antidote,1269052999.0
267,40369676,4c643f243590d13ad99ce2bc,Lmfao @ ismael. Remember this place when we were like 8 ? It tasted way better !!!,1286579364.0
